5611872,1216,1216,2455878,1929879
1632939,1502,1502,8362616,1502
5065477,3332823,1600169,795,795
3147413,1313,1313,6848707,1313
4805778,1384,2691845,2499669,1384
4105853,1247,1247,2499703,3392009
3682471,2091,2091,6311314,2091
317,317,7264166,2564028,171231
1636606,6724289,1636606,1279,1279
9161188,1544,1544,834239,1544
7496942,1128,1128,2499733,1128
355,1250141,7856150,355,893059
1384,9994523,1384,1384,1384
1579213,6663870,1216,1754546,1216
2091,9991695,2091,2091,2091
2400,9990459,2400,2400,2400
2666306,7330369,1128,1128,1128
2684,9667174,2684,2684,324834
1384,9994523,1384,1384,1384
1475707,8521050,1101,1101,1101
1000,6920656,3076403,1000,1000
778,9602363,132306,263835,778
2237,9991111,2237,2237,2237
1544,8328493,1544,1544,1666934
1544,8328493,1544,1544,1666934
932,9996330,932,932,932
1428880,8409385,1049,1049,159697
1960,9992220,1960,1960,1960
2855354,7132063,4214,4214,4214
1074,7416488,2580349,1074,1074
1635,7386942,1635,2608214,1635
1290711,8706125,1074,1074,1074
1049,9995864,1049,1049,1049
1000,9996059,1000,1000,1000
3455,9986237,3455,3455,3455
3455,9986237,3455,3455,3455
3511898,6481675,2162,2162,2162
1429445,8561529,3028,3028,3028
1074,8383715,1451916,162279,1074
1960,9992220,1960,1960,1960
1786,9992916,1786,1786,1786
1588,9568510,1588,426785,1588
1000,6766886,3230173,1000,1000
932,9996330,932,932,932
1024,2343588,7653399,1024,1024
875406,9122518,712,712,712
2091,7362852,2630934,2091,2091
1733,8857741,1137119,1733,1733
2244727,7750827,1502,1502,1502
2024,9991964,2024,2024,2024
1899,6824723,1899,3169639,1899
2237,9991111,2237,2237,2237
1786,8134101,1860601,1786,1786
272142,9451451,272142,2162,2162
573,5665650,3888371,444893,573
728,8984853,728,1013024,728
932,9996330,932,932,932
851,9996657,851,851,851
851,9996657,851,851,851
2237,9991111,2237,2237,2237
1733,9993127,1733,1733,1733
2400,9990459,2400,2400,2400
890,9996498,890,890,890
1072841,8918133,3028,3028,3028
1384,9994523,1384,1384,1384
1461,7795810,2199867,1461,1461
652,7022212,1190747,652,1785795
3455,9986237,3455,3455,3455
3455,9986237,3455,3455,3455
1348,9994668,1348,1348,1348
9621153,94727,94727,94727,94727
1960,9992220,1960,1960,1960
1786,9992916,1786,1786,1786
1000,6305576,3691483,1000,1000
1500187,8497737,712,712,712
1074,9995762,1074,1074,1074
1733,8857741,682965,455887,1733
3264375,6731179,1502,1502,1502
2024,9991964,2024,2024,2024
2237,8881236,1112112,2237,2237
1786,9063508,931193,1786,1786
2162,8101553,1892020,2162,2162
728,9111390,728,886487,728
1502,7342968,2652587,1502,1502
1544,8120319,1875108,1544,1544
2602505,6847339,832,548552,832
2237,9991111,2237,2237,2237
1733,9993127,1733,1733,1733
1074,9995762,1074,1074,1074
1185,9995317,1185,1185,1185
1960,9992220,1960,1960,1960
911,9996415,911,911,911
1384,9994523,1384,1384,1384
176549,9819864,1216,1216,1216
761,7530408,1688440,761,779690
3455,9986237,3455,3455,3455
94727,94727,9621153,94727,94727
1074,9995762,1074,1074,1074
2902031,7089977,2684,2684,2684
2024,9991964,2024,2024,2024
2237,9436174,557175,2237,2237
1786,8598805,1395897,1786,1786
2162,7561594,2431979,2162,2162
728,8984853,728,1013024,728
1841,5948778,4045758,1841,1841
1899,9505118,1899,1899,489244
2237,9991111,2237,2237,2237
1733,9993127,1733,1733,1733
1074,9995762,1074,1074,1074
1960,9992220,1960,1960,1960
9871026,32258,32258,32258,32258
2489,6963554,2489,2489,3029039
9871026,32258,32258,32258,32258
9871026,32258,32258,32258,32258
9871026,32258,32258,32258,32258
1544,9577536,1544,1544,417892
1899,8774102,1899,1899,1220261
1888932,573,573,7220769,889213
652,652,652,4284994,5713108
415,415,415,5523112,4475704
1077391,1000,1000,6920656,2000012
415,415,415,5427893,4570923
1384931,1000,1000,6151806,2461322
889007,963074,1259342,3925754,2962883
1250475,4105853,1247,4641237,1247
2087900,989300,561,4285099,2637200
786877,786877,337568,5729279,2359459
275,275,275,8291866,1707367
652,652,652,5594098,4404004
371,371,909299,7908041,1181977
3199142,4398273,800881,1600302,1461
472,808367,472,5655736,3535012
3,3,2486501,7513550,3
275,275,275,8535736,1463497
435215,549,549,5977204,3586542
493,493,2371057,2371057,5256960
712,375581,712,7623043,2000012
162,162,162,8810691,1188884
2548913,443,443,7449818,443
4078163,1316063,778,4604278,778
179708,1247,3035087,1247,6782771
1384,1384,1384,1346614,8649293
1461,2399722,1461,6196969,1400447
433,433,1844705,2330039,5824449
794288,3015358,1049,6188315,1049
870,870,564009,7744025,1690286
3123565,2583,5932449,938878,2583
4997430,3180813,1733,1818350,1733
4309001,1185,5687502,1185,1185
2000012,795,1866731,2133293,3999229
1348,1348,1348,3018199,6977817
537,537,6020461,1075524,2903000
2400,6759028,2400,2400,3233831
2024,6405832,2024,2024,3588156
2316,5995403,2316,2316,3997708
2316,6566173,2316,2316,3426937
5004,4438355,2775848,5004,2775848
1588,1588,4678750,1489776,3828357
1544,1544,6038582,1544,3956845
1348,3206752,3960965,1348,2829646
1185,1185,6376752,1035061,2585875
3302,3302,3302,5763042,4227111
2583,6556646,2583,2583,3435664
1683,1683,6218707,1333902,2444085
1502,1502,2244727,3468305,4284024
1313,1313,6478578,1313,3517543
625,625,625,625,9997560
388,388,1666741,1666741,6665801
625,625,625,625,9997560
443,443,4901348,1764768,3333058
1502,1502,2040798,4080094,3876164
1074,7577692,1074,1074,2419144
1128,6497500,1128,1128,3499175
1254465,4982197,11888,11888,3739620
794288,1746175,1746175,2222119,3491302
1960824,1422,1422,3920226,4116166
355,1071600,7945420,355,982329
355,1607222,7766879,355,625248
556507,6478578,2037025,1313,926637
1461,9994216,1461,1461,1461
832,9585942,832,411622,832
932,9996330,932,932,932
1588,6379536,1588,1914973,1702374
1683,9549255,1683,445756,1683
546388,9449833,1279,1279,1279
3028,8561529,3028,1429445,3028
2162,9991411,2162,2162,2162
1380220,8611122,2906,2906,2906
697,9997273,697,697,697
537,9997910,537,537,537
1635,7604157,1635,1635,2390999
1683,9993328,1683,1683,1683
911,9996415,911,911,911
2091,6837083,2091,3156703,2091
1049,7774794,2222119,1049,1049
2583,7492940,1250976,1250976,2583
3802,9984852,3802,3802,3802
932,9996330,932,932,932
1733,8176510,1733,1733,1818350
1904823,8092090,1049,1049,1049
2950314,7046443,1101,1101,1101
2622624,7374133,1101,1101,1101
2162,9991411,2162,2162,2162
2024,9991964,2024,2024,2024
2971939,2701959,4321837,2162,2162
573,9664527,573,333813,573
1841,7851798,2142738,1841,1841
697,9997273,697,697,697
2684,9989324,2684,2684,2684
1247,5712004,3392009,1247,893553
1568943,7447150,785183,197362,1422
537,9997910,537,537,537
1635,8255802,1635,1635,1739354
1101,3933385,1101,4752611,1311862
1860601,5345879,2790008,1786,1786
1588,6379536,1588,3615759,1588
1683,9993328,1683,1683,1683
1899,5606362,1899,2194950,2194950
549,4455874,3803875,1739212,549
2162,9991411,2162,2162,2162
2162,9991411,2162,2162,2162
2906,9299779,2906,2906,691563
3622,9985573,3622,3622,3622
652,9283393,652,714709,652
2162,9991411,2162,2162,2162
2024,9991964,2024,2024,2024
1622040,4051858,4321837,2162,2162
2684,9989324,2684,2684,2684
1635,8255802,1635,1635,1739354
1588,6804732,1588,3190562,1588
1683,9993328,1683,1683,1683
2162,9991411,2162,2162,2162
1786,6972342,3022360,1786,1786
2162,9991411,2162,2162,2162
3622,9985573,3622,3622,3622
1588,5741741,1588,2127571,2127571
2684,9989324,2684,2684,2684
1683,9993328,1683,1683,1683
1279,9994942,1279,1279,1279
2222090,7774031,1313,1313,1313
911,9996415,911,911,911
2024,9991964,2024,2024,2024
1384,9994523,1384,1384,1384
1683,9993328,1683,1683,1683
1128,6164353,2499733,1333717,1128
1279,9994942,1279,1279,1279
2684,9989324,2684,2684,2684
1185,1185,8961442,1035061,1185
2316,9990795,2316,2316,2316
3528345,5879628,589242,1422,1422
2024,9991964,2024,2024,2024
2684,9989324,2684,2684,2684
2684,9989324,2684,2684,2684
2400,2400,2400,4996430,4996430
586,4381351,1460841,3145751,1011531
911,4636507,911,911,5360819
911,911,3767333,1304672,4926232
870085,1159810,3043021,870085,4057058
832,685482,2054784,1780924,5478038
795,795,5598602,1866731,2533136
573,573,3666211,2666491,3666211
889007,3036950,2074079,1777811,2222213
911,3477608,911,911,6519718
549,549,4021208,2717211,3260543
986363,2112640,870,870,6899317
1024,1024,1875075,2187417,5935519
